earth
0,1.5e+11,1e+10
2.9998e+09,1.49971e+11,9.99803e+09
5.99843e+09,1.49882e+11,9.99214e+09
8.9947e+09,1.49735e+11,9.98232e+09
1.19874e+10,1.49529e+11,9.96858e+09
1.49755e+10,1.49264e+11,9.95092e+09
1.79576e+10,1.4894e+11,9.92936e+09
2.09327e+10,1.48558e+11,9.90389e+09
2.38996e+10,1.48118e+11,9.87454e+09
2.68571e+10,1.4762e+11,9.8413e+09
2.9804e+10,1.47063e+11,9.80421e+09
3.27392e+10,1.46449e+11,9.76326e+09
3.56616e+10,1.45777e+11,9.71849e+09
3.857e+10,1.45048e+11,9.6699e+09
4.14633e+10,1.44263e+11,9.61751e+09
4.43403e+10,1.4342e+11,9.56136e+09
4.71999e+10,1.42522e+11,9.50145e+09
5.0041e+10,1.41567e+11,9.43782e+09
5.28625e+10,1.40557e+11,9.37049e+09
5.56633e+10,1.39492e+11,9.29949e+09
5.84423e+10,1.38373e+11,9.22484e+09
6.11983e+10,1.37199e+11,9.14658e+09
6.39305e+10,1.35971e+11,9.06474e+09
6.66376e+10,1.3469e+11,8.97935e+09
6.93186e+10,1.33357e+11,8.89045e+09
7.19725e+10,1.31971e+11,8.79808e+09
7.45983e+10,1.30534e+11,8.70226e+09
7.71949e+10,1.29046e+11,8.60304e+09
7.97614e+10,1.27507e+11,8.50046e+09
8.22968e+10,1.25919e+11,8.39457e+09
8.48e+10,1.24281e+11,8.28539e+09
8.72701e+10,1.22595e+11,8.17299e+09
8.97062e+10,1.20861e+11,8.05739e+09
9.21073e+10,1.1908e+11,7.93866e+09
9.44726e+10,1.17252e+11,7.81683e+09
9.6801e+10,1.15379e+11,7.69196e+09
9.90918e+10,1.13461e+11,7.5641e+09
1.01344e+11,1.11499e+11,7.43329e+09
1.03557e+11,1.09494e+11,7.29959e+09
1.0573e+11,1.07446e+11,7.16306e+09
1.07861e+11,1.05356e+11,7.02375e+09
1.09951e+11,1.03226e+11,6.88171e+09
1.11998e+11,1.01055e+11,6.737e+09
1.14001e+11,9.88451e+10,6.58967e+09
1.15961e+11,9.6597e+10,6.4398e+09
1.17875e+11,9.43114e+10,6.28743e+09
1.19744e+11,9.19894e+10,6.13263e+09
1.21567e+11,8.96318e+10,5.97545e+09
1.23343e+11,8.72395e+10,5.81597e+09
1.2507e+11,8.48136e+10,5.65424e+09
1.2675e+11,8.23549e+10,5.49033e+09
1.28381e+11,7.98645e+10,5.3243e+09
1.29962e+11,7.73432e+10,5.15622e+09
1.31494e+11,7.47922e+10,4.98615e+09
1.32974e+11,7.22124e+10,4.81416e+09
1.34404e+11,6.96048e+10,4.64032e+09
1.35782e+11,6.69705e+10,4.4647e+09
1.37107e+11,6.43104e+10,4.28736e+09
1.3838e+11,6.16256e+10,4.10838e+09
1.396e+11,5.89172e+10,3.92782e+09
1.40767e+11,5.61863e+10,3.74575e+09
1.41879e+11,5.34338e+10,3.56225e+09
1.42938e+11,5.06608e+10,3.37739e+09
1.43941e+11,4.78685e+10,3.19123e+09
1.4489e+11,4.50579e+10,3.00386e+09
1.45783e+11,4.223e+10,2.81534e+09
1.46621e+11,3.93861e+10,2.62574e+09
1.47402e+11,3.65271e+10,2.43514e+09
1.48128e+11,3.36543e+10,2.24362e+09
1.48797e+11,3.07686e+10,2.05124e+09
1.4941e+11,2.78712e+10,1.85808e+09
1.49966e+11,2.49632e+10,1.66422e+09
